D_prof,E_act,D_surf,Drain
-78.96969200684819,0.10815387773416774,-20.0,0.0
-79.06757126619762,0.09787925934942177,-20.0,0.0
-79.15615199590884,0.08858072971122688,-20.0,0.0
-79.23631755629751,0.08016556038865996,-20.0,0.0
-79.30886738844924,0.07254983215173638,-20.0,0.0
-79.37452498654656,0.06565759809732175,-20.0,0.0
-79.43394511282463,0.059420126278077134,-20.0,0.0
-79.48772032710629,0.05377521428165988,-20.0,0.0
-79.53638689603119,0.04866656892490262,-20.0,0.0
-79.58043014090822,0.04404324487703626,-20.0,0.0
-79.62028927752193,0.039859136613719315,-20.0,0.0
-79.52028927752194,2.4,-19.9,0.0
-75.52028927752194,1.3,-15.899999999999999,0.0
-78.52028927752194,3.0,-18.9,0.0
-79.62028927752195,1.1000000000000014,-20.0,0.0
-73.02028927752194,1.8,-13.4,0.0
-75.52028927752194,2.5,-15.9,0.0
-77.32028927752194,1.8,-17.7,0.0
-79.22028927752194,1.9,-19.599999999999998,0.0
-79.62028927752195,0.40000000000000213,-20.0,0.0
-79.65636179615737,0.0360725186354145,-20.0,0.0
-77.05636179615736,1.1,-17.400000000000002,0.0
-78.25636179615736,1.2,-18.6,0.0
-72.35636179615736,1.5,-12.700000000000001,0.0
-72.15636179615736,1.2,-12.5,0.0
-68.95636179615735,1.7,-9.299999999999999,0.0
-26.456361796157353,2.0,0.0,0.0
-27.656361796157352,1.2,-1.2,0.0
-18.856361796157355,1.3,0.0,0.0
-20.156361796157356,1.3,-1.3,0.0
-21.556361796157354,1.4,-2.7,0.0
-22.556361796157354,1.0,-3.7,0.0
-22.356361796157355,1.0,-3.5,0.0
-15.656361796157354,1.1,0.0,0.0
-16.456361796157353,0.8,-0.8,0.0
-17.956361796157353,1.5,-2.3,0.0
-19.35636179615735,1.4,-3.6999999999999997,0.0
-20.75636179615735,1.4,-5.1,0.0
-22.45636179615735,1.7,-6.8,0.0
-23.65636179615735,1.2,-8.0,0.0
-25.25636179615735,1.6,-9.6,0.0
-26.25636179615735,1.0,-10.6,0.0
-27.25636179615735,1.0,-11.6,0.0
-28.55636179615735,1.3,-12.9,0.0
-26.956361796157353,1.6,-11.299999999999999,0.0
-27.85636179615735,0.9,-12.2,0.0
-28.85636179615735,1.0,-13.2,0.0
-29.956361796157353,1.1,-14.299999999999999,0.0
-31.056361796157354,1.1,-15.399999999999999,0.0
0.0,0.4,0.0,7.143638203842647
0.0,0.6,0.0,6.5
-1.3,1.3,-1.3,0.0
-2.2,0.9,-2.2,0.0
-3.6,1.4,-3.6,0.0
-4.6,1.0,-4.6,0.0
-5.6,1.0,-5.6,0.0
-6.8,1.2,-6.8,0.0
-7.6,0.8,-7.6,0.0
-7.2,0.9,-7.2,0.0
-8.1,0.9,-8.1,0.0
0.0,1.0,0.0,3.5
-0.8,0.8,-0.8,0.0
-2.1,1.3,-2.1,0.0
0.0,2.0,0.0,20.7
0.0,0.6,0.0,16.599999999999998
0.0,1.1,0.0,2.6
-0.6,0.6,-0.6,0.0
-1.4,0.8,-1.4,0.0
-2.2,0.8,-2.2,0.0
-2.6,0.4,-2.6,0.0
-3.0,0.4,-3.0,0.0
-3.3,0.3,-3.3,0.0
-3.8,0.5,-3.8,0.0
-4.2,0.4,-4.2,0.0
-4.8,0.6,-4.8,0.0
-5.8,1.0,-5.8,0.0
-6.5,0.7,-6.5,0.0
-5.1,1.0,-5.1,0.0
-3.8999999999999995,0.8,-3.8999999999999995,0.0
-4.6,0.7,-4.6,0.0
-5.8999999999999995,1.3,-5.8999999999999995,0.0
-4.5,1.0,-4.5,0.0
0.0,0.3,0.0,15.8
0.0,1.0,0.0,1.0
-0.6,0.6,-0.6,0.0
-0.8,0.2,-0.8,0.0
-1.3,0.5,-1.3,0.0
-1.6,0.3,-1.6,0.0
-2.0,0.4,-2.0,0.0
0.0,1.5,0.0,1.0999999999999996
0.0,1.1,0.0,4.199999999999999
-1.4,1.4,-1.4,0.0
-2.5999999999999996,1.2,-2.5999999999999996,0.0
-3.4999999999999996,0.9,-3.4999999999999996,0.0
-3.8999999999999995,0.4,-3.8999999999999995,0.0
-4.3,0.4,-4.3,0.0
-4.7,0.4,-4.7,0.0
-5.1000000000000005,0.4,-5.1000000000000005,0.0
0.0,0.4,0.0,7.099999999999999
0.0,0.0,0.0,34.4
0.0,1.0,0.0,8.4
-0.7,0.7,-0.7,0.0
0.0,0.4,0.0,2.4
-0.7,0.7,-0.7,0.0
-0.8999999999999999,0.2,-0.8999999999999999,0.0
0.0,0.9,0.0,6.6
0.0,0.8,0.0,25.0
0.0,0.2,0.0,24.8
0.0,0.7,0.0,2.4000000000000004
-0.8,0.8,-0.8,0.0
-1.2000000000000002,0.4,-1.2000000000000002,0.0
-0.40000000000000013,0.5,-0.40000000000000013,0.0
0.0,1.1,0.0,2.599999999999999
0.0,0.7,0.0,2.9000000000000004
0.0,0.4,0.0,49.800000000000004
-0.6,0.6,-0.6,0.0
0.0,0.8,0.0,14.0
0.0,1.1,0.0,1.2999999999999998
0.0,0.9,0.0,3.9
0.0,1.5,0.0,10.7
0.0,0.5,0.0,6.1
0.0,0.8,0.0,6.3
0.0,0.6,0.0,18.799999999999997
0.0,0.2,0.0,9.0
0.0,0.5,0.0,11.4
0.0,0.4,0.0,2.0
-0.7,0.7,-0.7,0.0
-1.6,0.9,-1.6,0.0
-0.6,0.6,-0.6,0.0
0.0,0.7,0.0,1.3
0.0,0.9,0.0,1.7000000000000002
0.0,1.2,0.0,1.5999999999999999
-0.8,0.8,-0.8,0.0
0.0,1.0,0.0,3.4000000000000004
0.0,0.9,0.0,8.299999999999999
-2.0,2.0,-2.0,0.0
-3.5,1.5,-3.5,0.0
-4.8,1.3,-4.8,0.0
-6.1,1.3,-6.1,0.0
-8.0,1.9,-8.0,0.0
-9.1,1.1,-9.1,0.0
-10.7,1.6,-10.7,0.0
-9.1,0.8,-9.1,0.0
-10.299999999999999,1.2,-10.299999999999999,0.0
-10.999999999999998,0.7,-10.999999999999998,0.0
-1.399999999999998,0.8,-1.399999999999998,0.0
0.0,0.6,0.0,4.8000000000000025
-1.2,1.2,-1.2,0.0
-2.3,1.1,-2.3,0.0
0.0,1.0,0.0,0.5
0.0,1.1,0.0,27.2
0.0,0.9,0.0,5.8999999999999995
0.0,0.7,0.0,0.6000000000000001
-1.7,1.7,-1.7,0.0
-0.6000000000000001,1.2,-0.6000000000000001,0.0
-2.0,1.4,-2.0,0.0
-3.9,1.9,-3.9,0.0
-2.8,0.8,-2.8,0.0
-4.199999999999999,1.4,-4.199999999999999,0.0
-4.999999999999999,0.8,-4.999999999999999,0.0
-5.999999999999999,1.0,-5.999999999999999,0.0
-4.499999999999999,1.4,-4.499999999999999,0.0
0.0,1.1,0.0,5.700000000000001
0.0,1.0,0.0,10.4
-2.2,2.2,-2.2,0.0
-3.7,1.5,-3.7,0.0
-5.6,1.9,-5.6,0.0
-2.5,1.7,-2.5,0.0
0.0,1.1,0.0,7.800000000000001
0.0,1.2,0.0,0.6000000000000001
-1.4,1.4,-1.4,0.0
-4.1,2.7,-4.1,0.0
-6.199999999999999,2.1,-6.199999999999999,0.0
-8.799999999999999,2.6,-8.799999999999999,0.0
-6.699999999999999,2.2,-6.699999999999999,0.0
-4.499999999999999,2.5,-4.499999999999999,0.0
-6.999999999999999,2.5,-6.999999999999999,0.0
-2.899999999999999,1.9,-2.899999999999999,0.0
0.0,1.4,0.0,2.3000000000000007
0.0,1.1,0.0,0.8999999999999999
-2.1,2.1,-2.1,0.0
-2.9000000000000004,2.1,-2.9000000000000004,0.0
-5.2,2.3,-5.2,0.0
-1.1,1.4,-1.1,0.0
-3.3000000000000003,2.2,-3.3000000000000003,0.0
0.0,1.4,0.0,10.399999999999999
0.0,2.2,0.0,18.400000000000002
-2.4,2.4,-2.4,0.0
-5.199999999999999,2.8,-5.199999999999999,0.0
-7.799999999999999,2.6,-7.799999999999999,0.0
-7.099999999999999,1.8,-7.099999999999999,0.0
-9.799999999999999,2.7,-9.799999999999999,0.0
-12.2,2.4,-12.2,0.0
-15.0,2.8,-15.0,0.0
-18.0,3.0,-18.0,0.0
-21.4,3.4,-20.0,0.0
-24.5,3.1,-20.0,0.0
-19.7,1.8,-15.200000000000001,0.0
-3.299999999999998,2.2,0.0,0.0
0.0,2.2,0.0,0.6000000000000014
-3.0,3.0,-3.0,0.0
0.0,2.4,0.0,3.1999999999999997
-3.4,3.4,-3.4,0.0
-5.1,1.7,-5.1,0.0
0.0,2.7,0.0,16.000000000000004
-2.5,2.5,-2.5,0.0
-6.6,4.1,-6.6,0.0
0.0,1.3,0.0,19.3
-2.8,2.8,-2.8,0.0
-5.199999999999999,4.0,-5.199999999999999,0.0
-8.6,3.4,-8.6,0.0
-9.299999999999999,2.9,-9.299999999999999,0.0
-12.2,2.9,-12.2,0.0
-15.7,3.5,-15.7,0.0
-10.2,1.9,-10.2,0.0
0.0,2.4,0.0,1.2000000000000015
0.0,3.1,0.0,4.300000000000001
0.0,1.8,0.0,1.2
-2.4,2.4,-2.4,0.0
-6.0,3.6,-6.0,0.0
-8.8,2.8,-8.8,0.0
-11.8,3.0,-11.8,0.0
-15.9,4.1,-15.9,0.0
-19.9,4.0,-19.9,0.0
-24.7,4.8,-20.0,0.0
-29.9535,5.2535,-20.0,0.0
-34.7079175,4.754417500000001,-20.0,0.0
-30.307917500000002,4.1,-15.6,0.0
-31.307917500000002,3.3,-16.6,0.0
-35.8079175,4.5,-20.0,0.0
-35.4079175,4.0,-19.6,0.0
-39.607917500000006,4.2,-20.0,0.0
-42.70791750000001,3.1,-20.0,0.0
-45.90791750000001,3.2,-20.0,0.0
-49.14666533750001,3.238747837499999,-20.0,0.0
-25.046665337500013,5.3,0.0,0.0
-28.746665337500012,3.7,-3.7,0.0
-33.64666533750001,4.9,-8.600000000000001,0.0
-38.34666533750001,4.7,-13.3,0.0
-41.84666533750001,3.5,-16.8,0.0
-45.471232130437514,3.6245667929374985,-20.0,0.0
-48.75146507804595,3.280232947608436,-20.0,0.0
-51.72007589563159,2.968610817585634,-20.0,0.0
-54.406668685546585,2.6865927899149993,-20.0,0.0
-56.83803516041966,2.431366474873074,-20.0,0.0
-59.03842182017979,2.2003866597601327,-20.0,0.0
-61.029771747262714,1.9913499270829194,-20.0,0.0
-62.831943431272755,1.802171684010042,-20.0,0.0
-64.46290880530184,1.6309653740290875,-20.0,0.0
-65.93893246879816,1.476023663496326,-20.0,0.0
-67.27473388426233,1.335801415464175,-20.0,0.0
-68.48363416525741,1.2089002809950786,-20.0,0.0
-69.57768891955796,1.0940547543005463,-20.0,0.0
-70.56780847219996,0.9901195526419935,-20.0,0.0
-71.46386666734097,0.8960581951410047,-20.0,0.0
-71.46386666734097,3.3999999999999986,-20.0,0.0
-71.46386666734097,1.3999999999999986,-20.0,0.0
-72.27479933394358,0.810932666602608,-20.0,0.0
-48.27479933394358,2.4,0.0,0.0
-47.174799333943575,4.5,0.0,0.0
-50.77479933394358,3.6,-3.6,0.0
-54.37479933394358,3.6,-7.2,0.0
-60.07479933394358,5.7,-12.9,0.0
-64.77479933394358,4.7,-17.6,0.0
-67.17479933394358,2.3999999999999986,-20.0,0.0
-68.39319339721894,1.21839406327536,-20.0,0.0
-69.49584002448314,1.1026466272642006,-20.0,0.0
-70.49373522215724,0.9978951976741017,-20.0,0.0
-71.3968303760523,0.9030951538950625,-20.0,0.0
-72.21413149032733,0.8173011142750308,-20.0,0.0
-72.95378899874623,0.7396575084189037,-20.0,0.0
-73.62317904386535,0.6693900451191084,-20.0,0.0
-74.22897703469815,0.6057979908327917,-20.0,0.0
-74.77722421640182,0.548247181703676,-20.0,0.0
-75.27338791584364,0.49616369944182637,-20.0,0.0
-75.7224160638385,0.4490281479948539,-20.0,0.0
-76.12878653777383,0.4063704739353424,-20.0,0.0
-76.49655181668533,0.36776527891148536,-20.0,0.0
-76.82937939410021,0.33282757741489366,-20.0,0.0
-77.13058835166069,0.3012089575604797,-20.0,0.0
-77.40318245825293,0.2725941065922344,-20.0,0.0
-44.203182458252925,4.5,0.0,0.0
-49.203182458252925,5.0,-5.0,0.0
-55.40318245825293,6.2,-11.2,0.0
-61.60318245825293,6.2,-17.4,0.0
-64.20318245825294,2.6000000000000014,-20.0,0.0
-65.7038801247189,1.5006976664659701,-20.0,0.0
-67.06201151287061,1.3581313881517039,-20.0,0.0
-68.2911204191479,1.2291089062772915,-20.0,0.0
-69.40346397932885,1.1123435601809497,-20.0,0.0
-70.41013490129261,1.0066709219637593,-20.0,0.0
-71.32117208566982,0.9110371843772018,-20.0,0.0
-72.14566073753119,0.8244886518613672,-20.0,0.0
-72.89182296746573,0.7461622299345372,-20.0,0.0
-73.56709978555648,0.6752768180907562,-20.0,0.0
-70.26709978555648,3.2,-16.7,0.0
-68.16709978555647,3.8,-14.599999999999998,0.0
-64.36709978555648,3.8,-10.799999999999997,0.0
-64.56709978555648,4.2,-10.999999999999996,0.0
-70.16709978555647,5.6,-16.599999999999994,0.0
-73.56709978555648,3.4000000000000057,-20.0,0.0
-66.76709978555648,3.0,-13.2,0.0
-71.66709978555649,4.9,-18.1,0.0
-73.56709978555648,1.8999999999999986,-20.0,0.0
-74.17822530592862,0.6111255203721351,-20.0,0.0
-74.7312939018654,0.5530685959367805,-20.0,0.0
-75.23182098118818,0.5005270793227865,-20.0,0.0
-75.6847979879753,0.4529770067871226,-20.0,0.0
-76.09474217911765,0.4099441911423458,-20.0,0.0
-64.49474217911765,3.3,-8.399999999999999,0.0
-69.69474217911765,5.2,-13.599999999999998,0.0
-73.49474217911765,3.8,-17.4,0.0
-76.09474217911765,2.6000000000000014,-20.0,0.0
-76.46574167210147,0.37099949298382384,-20.0,0.0
-76.80149621325184,0.33575454115035974,-20.0,0.0
-77.10535407299291,0.3038578597410755,-20.0,0.0
-77.38034543605858,0.2749913630656735,-20.0,0.0
-77.38034543605858,4.9,-20.0,0.0
-77.62921261963301,0.2488671835744345,-20.0,0.0
-77.85443742076788,0.2252248011348641,-20.0,0.0
-78.05826586579494,0.20382844502705133,-20.0,0.0
-78.24273060854442,0.18446474274948077,-20.0,0.0
-78.4096712007327,0.16694059218828006,-20.0,0.0
-78.5607524366631,0.15108123593039302,-20.0,0.0
-78.6974809551801,0.13672851851700596,-20.0,0.0
-78.82122026443798,0.1237393092578909,-20.0,0.0
-78.82122026443798,1.1999999999999993,-20.0,0.0
-78.93320433931638,0.11198407487839201,-20.0,0.0
-78.93320433931638,3.0,-20.0,0.0
-75.13320433931638,2.0,-16.2,0.0
-77.63320433931638,2.5,-18.7,0.0
-78.93320433931638,1.3000000000000007,-20.0,0.0
-79.03454992708131,0.10134558776494451,-20.0,0.0
-79.1262676840086,0.09171775692727469,-20.0,0.0
-79.20927225402778,0.08300457001918282,-20.0,0.0
-79.28439138989515,0.07511913586736085,-20.0,0.0
-79.3523742078551,0.06798281795996086,-20.0,0.0
-79.41389865810888,0.061524450253765295,-20.0,0.0
-79.46957828558854,0.05567962747965627,-20.0,0.0
-78.36957828558855,2.5,-18.9,0.0
-77.76957828558854,2.3,-18.299999999999997,0.0
-79.46957828558854,1.7000000000000028,-20.0,0.0
-79.51996834845762,0.05039006286908876,-20.0,0.0
-79.56557135535415,0.045603006896525855,-20.0,0.0
-79.60684207659551,0.041270721241355446,-20.0,0.0
-68.7068420765955,2.1,-9.1,0.0
-71.8068420765955,3.1,-12.2,0.0
-76.4068420765955,4.6,-16.799999999999997,0.0
-78.1068420765955,1.7,-18.499999999999996,0.0
-79.6068420765955,1.5000000000000036,-20.0,0.0
-79.64419207931893,0.0373500027234277,-20.0,0.0
-78.84419207931892,2.6,-19.200000000000003,0.0
-79.64419207931891,3.099999999999998,-20.0,0.0
-79.67799383178361,0.03380175246470252,-20.0,0.0
-79.70858441776417,0.03059058598055664,-20.0,0.0
-74.10858441776416,2.6,-14.4,0.0
-74.10858441776416,2.5,-14.4,0.0
-76.50858441776415,3.6,-16.8,0.0
-79.30858441776415,2.8,-19.6,0.0
-79.70858441776414,0.3999999999999986,-20.0,0.0
-79.73626889807655,0.027684480312406556,-20.0,0.0
-79.76132335275928,0.025054454682727823,-20.0,0.0
-79.78399763424714,0.022674281487868875,-20.0,0.0
-79.80451785899366,0.020520224746521265,-20.0,0.0
-79.82308866238927,0.01857080339560202,-20.0,0.0
-79.8398952394623,0.01680657707301947,-20.0,0.0
-79.8398952394623,2.8000000000000007,-20.0,0.0
-79.85510519171338,0.015209952251082015,-20.0,0.0
-79.8688701985006,0.013765006787229694,-20.0,0.0
-79.88132752964304,0.01245733114244274,-20.0,0.0
-79.89260141432696,0.011273884683911106,-20.0,0.0
-76.39260141432696,1.2,-16.5,0.0
-62.89260141432696,2.1,-3.0000000000000004,0.0
-61.992601414326955,1.3,-2.1000000000000005,0.0
-64.69260141432696,2.7,-4.800000000000001,0.0
-67.99260141432696,3.3,-8.100000000000001,0.0
-70.89260141432696,2.9,-11.000000000000002,0.0
-72.79260141432697,1.9,-12.900000000000002,0.0
-69.59260141432698,2.9,-9.700000000000003,0.0
-71.79260141432698,2.2,-11.900000000000002,0.0
-74.29260141432698,2.5,-14.400000000000002,0.0
-76.59260141432698,2.3,-16.700000000000003,0.0
-78.59260141432698,2.0,-18.700000000000003,0.0
-79.89260141432698,1.2999999999999972,-20.0,0.0
-79.90280427996592,0.010202865638937908,-20.0,0.0
-79.91203787336916,0.009233593403237705,-20.0,0.0
-79.92039427539909,0.008356402029929377,-20.0,0.0
-78.42039427539909,1.0,-18.5,0.0
-79.92039427539909,1.5,-20.0,0.0
-79.92795681923617,0.007562543837085656,-20.0,0.0
-79.93480092140874,0.006844102172563815,-20.0,0.0
-79.94099483387491,0.006193912466169849,-20.0,0.0
-79.9466003246568,0.00560549078188366,-20.0,0.0
-65.4466003246568,1.6,-5.499999999999998,0.0
-63.546600324656794,1.3,-3.599999999999998,0.0
-64.5466003246568,1.0,-4.599999999999998,0.0
-53.146600324656795,1.0,0.0,0.0
-54.146600324656795,1.0,-1.0,0.0
-55.646600324656795,1.5,-2.5,0.0
-56.94660032465679,1.3,-3.8,0.0
-52.94660032465679,0.8,0.0,0.0
-47.64660032465679,0.8,0.0,0.0
-49.24660032465679,1.6,-1.6,0.0
-42.646600324656795,0.7,0.0,0.0
-32.94660032465679,0.6,0.0,0.0
-33.74660032465679,0.8,-0.8,0.0
-35.04660032465679,1.3,-2.1,0.0
-36.74660032465679,1.7,-3.8,0.0
-38.14660032465679,1.4,-5.199999999999999,0.0
-39.14660032465679,1.0,-6.199999999999999,0.0
-39.946600324656785,0.8,-6.999999999999999,0.0
-40.54660032465679,0.6,-7.599999999999999,0.0
-39.446600324656785,0.6,-6.499999999999998,0.0
-40.04660032465679,0.6,-7.099999999999998,0.0
-40.64660032465679,0.6,-7.6999999999999975,0.0
-41.64660032465679,1.0,-8.699999999999998,0.0
-40.44660032465679,1.1,-7.499999999999998,0.0
-37.84660032465679,0.4,-4.899999999999999,0.0
-31.146600324656788,0.9,0.0,0.0
-12.64660032465679,0.9,0.0,0.0
-12.64660032465679,1.3,0.0,0.0
-13.64660032465679,1.0,-1.0,0.0
-12.146600324656788,1.7,0.0,0.0
-4.546600324656787,0.8,0.0,0.0
0.0,0.9,0.0,2.8533996753432134
-0.40000000000000013,1.6,-0.40000000000000013,0.0
0.0,0.9,0.0,27.700000000000003
0.0,0.8,0.0,11.2
0.0,1.2,0.0,4.7
-1.4,1.4,-1.4,0.0
-2.9,1.5,-2.9,0.0
-3.9,1.0,-3.9,0.0
0.0,0.6,0.0,1.7000000000000002
-0.7,0.7,-0.7,0.0
-1.0,0.3,-1.0,0.0
-1.7,0.7,-1.7,0.0
-2.4,0.7,-2.4,0.0
-3.0,0.6,-3.0,0.0
0.0,1.0,0.0,15.8
0.0,1.1,0.0,9.9
-0.9,0.9,-0.9,0.0
-1.4,0.5,-1.4,0.0
-1.9,0.5,-1.9,0.0
-2.3,0.4,-2.3,0.0
-2.8,0.5,-2.8,0.0
0.0,0.5,0.0,3.1000000000000005
0.0,0.7,0.0,28.2
0.0,0.5,0.0,17.6
0.0,0.7,0.0,1.3
-0.5,0.5,-0.5,0.0
-1.0,0.5,-1.0,0.0
-1.3,0.3,-1.3,0.0
-1.1,1.2,-1.1,0.0
0.0,0.6,0.0,1.1999999999999997
-0.6,0.6,-0.6,0.0
-1.1,0.5,-1.1,0.0
-0.5000000000000002,0.8,-0.5000000000000002,0.0
-1.2000000000000002,0.7,-1.2000000000000002,0.0
-1.7000000000000002,0.5,-1.7000000000000002,0.0
-2.5,0.8,-2.5,0.0
-3.0,0.5,-3.0,0.0
-3.3,0.3,-3.3,0.0
-3.5,0.2,-3.5,0.0
0.0,0.1,0.0,10.8
0.0,0.4,0.0,5.699999999999999
0.0,0.6,0.0,22.9
-0.3,0.3,-0.3,0.0
-0.7,0.4,-0.7,0.0
-1.0,0.3,-1.0,0.0
-1.4,0.4,-1.4,0.0
-1.7999999999999998,0.4,-1.7999999999999998,0.0
-2.1999999999999997,0.4,-2.1999999999999997,0.0
-2.8,0.6,-2.8,0.0
-3.1999999999999997,0.4,-3.1999999999999997,0.0
-3.6999999999999997,0.5,-3.6999999999999997,0.0
-4.3999999999999995,0.7,-4.3999999999999995,0.0
0.0,0.6,0.0,16.6
0.0,0.8,0.0,7.6000000000000005
0.0,1.1,0.0,13.3
0.0,0.7,0.0,4.2
-0.7,0.7,-0.7,0.0
-1.2,0.5,-1.2,0.0
0.0,0.8,0.0,13.0
-0.9,0.9,-0.9,0.0
0.0,0.8,0.0,9.499999999999998
-0.4,0.4,-0.4,0.0
-0.9,0.5,-0.9,0.0
0.0,0.8,0.0,2.5
0.0,1.0,0.0,1.7999999999999998
-1.8,1.8,-1.8,0.0
-3.0,1.2,-3.0,0.0
0.0,0.4,0.0,0.3999999999999998
-1.0,1.0,-1.0,0.0
-1.1,1.1,-1.1,0.0
0.0,1.2,0.0,13.9
-1.5,1.5,-1.5,0.0
-2.3,0.8,-2.3,0.0
-3.0999999999999996,0.8,-3.0999999999999996,0.0
-4.199999999999999,1.1,-4.199999999999999,0.0
-5.1,0.9,-5.1,0.0
0.0,0.3,0.0,11.799999999999999
0.0,0.6,0.0,1.7999999999999998
-1.0,1.0,-1.0,0.0
-1.8,0.8,-1.8,0.0
-2.8,1.0,-2.8,0.0
-4.0,1.2,-4.0,0.0
-2.5,1.4,-2.5,0.0
0.0,0.6,0.0,2.6999999999999997
0.0,0.7,0.0,0.5
-1.1,1.1,-1.1,0.0
-2.4000000000000004,1.3,-2.4000000000000004,0.0
0.0,1.8,0.0,0.9999999999999998
0.0,0.9,0.0,7.299999999999999
0.0,1.2,0.0,14.600000000000001
-1.3,1.3,-1.3,0.0
-0.10000000000000009,0.8,-0.10000000000000009,0.0
0.0,1.6,0.0,5.300000000000001
0.0,1.0,0.0,6.1
-1.3,1.3,-1.3,0.0
0.0,1.5,0.0,0.30000000000000004
0.0,1.2,0.0,28.0
0.0,0.7,0.0,32.3
0.0,1.5,0.0,3.2
0.0,2.0,0.0,0.20000000000000018
0.0,0.9,0.0,3.6999999999999997
0.0,1.3,0.0,1.0999999999999999
-2.4,2.4,-2.4,0.0
-3.9,1.5,-3.9,0.0
-1.8,1.3,-1.8,0.0
0.0,0.9,0.0,4.0
0.0,1.2,0.0,6.2
-0.19999999999999996,1.4,-0.19999999999999996,0.0
-1.9,1.7,-1.9,0.0
-3.3,1.4,-3.3,0.0
-5.9,2.6,-5.9,0.0
-2.5,2.5,-2.5,0.0
-4.8,2.3,-4.8,0.0
-7.0,2.2,-7.0,0.0
-7.8,0.8,-7.8,0.0
-9.9,2.1,-9.9,0.0
-12.2,2.3,-12.2,0.0
-14.0,1.8,-14.0,0.0
-14.7,0.7,-14.7,0.0
-14.4,1.4,-14.4,0.0
-10.0,1.8,-10.0,0.0
-11.8,1.8,-11.8,0.0
-13.600000000000001,1.8,-13.600000000000001,0.0
-3.200000000000002,1.7,-3.200000000000002,0.0
-0.700000000000002,1.1,-0.700000000000002,0.0
-3.800000000000002,3.1,-3.800000000000002,0.0
-5.8000000000000025,2.0,-5.8000000000000025,0.0
-8.400000000000002,2.6,-8.400000000000002,0.0
-11.000000000000002,2.6,-11.000000000000002,0.0
-12.000000000000002,3.0,-12.000000000000002,0.0
-14.700000000000003,2.7,-14.700000000000003,0.0
-18.000000000000004,3.3,-18.000000000000004,0.0
-21.400000000000002,3.4,-20.0,0.0
-17.5,1.5,-16.1,0.0
-17.7,1.9,-16.3,0.0
-21.3,3.6,-19.900000000000002,0.0
-25.3,4.0,-20.0,0.0
-27.5,2.2,-20.0,0.0
-31.1,3.6,-20.0,0.0
-34.6,3.5,-20.0,0.0
-38.4,3.8,-20.0,0.0
-42.0,3.6,-20.0,0.0
-45.61,3.61,-20.0,0.0
-43.61,2.3,-18.0,0.0
-46.01,2.4,-20.0,0.0
-49.23905,3.22905,-20.0,0.0
-52.16134025,2.9222902500000005,-20.0,0.0
-54.80601292625,2.644672676249999,-20.0,0.0
-20.80601292625,2.6,0.0,0.0
-18.70601292625,1.6,0.0,0.0
-22.40601292625,3.7,-3.7,0.0
-25.60601292625,3.2,-6.9,0.0
-22.40601292625,2.8,-3.7,0.0
-27.60601292625,5.2,-8.9,0.0
-31.80601292625,4.2,-13.100000000000001,0.0
-25.30601292625,2.7,-6.600000000000002,0.0
-22.60601292625,2.2,-3.900000000000002,0.0
-24.60601292625,4.8,-5.900000000000002,0.0
-28.30601292625,3.7,-9.600000000000001,0.0
-33.20601292625,4.9,-14.500000000000002,0.0
-33.106012926249996,2.4,-14.400000000000002,0.0
-37.30601292625,4.2,-18.6,0.0
-40.606012926249996,3.3,-20.0,0.0
-43.606012926249996,3.0,-20.0,0.0
-34.20601292624999,1.9,-10.6,0.0
-35.10601292624999,2.3,-11.5,0.0
-39.50601292624999,4.4,-15.9,0.0
-41.806012926249984,2.3,-18.2,0.0
-40.70601292624998,5.3,-17.099999999999998,0.0
-39.90601292624998,3.4,-16.299999999999997,0.0
-42.706012926249976,2.8,-19.099999999999998,0.0
-46.24894169825623,3.5429287720062526,-20.0,0.0
-49.45529223692189,3.2063505386656574,-20.0,0.0
-52.357039474414314,2.9017472374924207,-20.0,0.0
-53.53512072434496,2.778081249930641,-20.0,0.0
-56.049284255532186,2.5141635311872284,-20.0,0.0
-58.32460225125663,2.275317995724442,-20.0,0.0
-57.52460225125663,2.7,-19.2,0.0
-54.92460225125663,1.8,-16.599999999999998,0.0
-58.324602251256636,3.400000000000002,-20.0,0.0
-51.92460225125664,2.7,-13.600000000000001,0.0
-47.12460225125663,1.9,-8.8,0.0
-47.324602251256636,2.5,-9.0,0.0
-49.724602251256634,2.4,-11.4,0.0
-48.02460225125663,2.9,-9.700000000000001,0.0
-52.82460225125663,4.8,-14.5,0.0
-55.624602251256626,2.8,-17.3,0.0
-51.42460225125663,5.5,-13.100000000000001,0.0
-55.92460225125663,4.5,-17.6,0.0
-58.32460225125663,2.3999999999999986,-20.0,0.0
-60.38376503738725,2.05916278613062,-20.0,0.0
-62.24730735883546,1.863542321448211,-20.0,0.0
-63.93381315974609,1.6865058009106315,-20.0,0.0
-65.46010090957022,1.5262877498241219,-20.0,0.0
-66.84139132316105,1.38129041359083,-20.0,0.0
-68.09145914746075,1.2500678242997,-20.0,0.0
-69.22277052845197,1.131311380991228,-20.0,0.0
-70.24660732824904,1.0238367997970617,-20.0,0.0
-71.17317963206538,0.9265723038163411,-20.0,0.0
-72.01172756701918,0.8385479349537883,-20.0,0.0
-72.77061344815236,0.7588858811331782,-20.0,0.0
-70.87061344815235,5.1,-18.1,0.0
-72.77061344815235,1.8999999999999986,-20.0,0.0
-73.45740517057787,0.6867917224255269,-20.0,0.0
